,item_name,review_title,review_content,review_date,review_star,dog_breed,dog_age
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['잘먹어요'], '항상이제품만구매해요', ['2021.03.30.'], '4 Stars', ['닥스훈트'], [' · 16살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['안에서 사료가 터져서 왔어요 ㅠㅠ'], '안에서 사료 한 봉지가 터져서 안이 엉망이 되어서 왔어요 ㅠㅠ', ['2021.01.14.'], '3 Stars', ['푸들'], [' · 6살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['아이들이 잘먹어요!'], '최고입니다 아이들이 좋아해요 개별 포장이라 좋고!', ['2020.11.25.'], '5 Stars', ['닥스훈트'], [' · 11살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['신장관련이슈?'], '병원갔는데 의사선생님이 사료 뭐먹이냐면서 비추하셨어요', ['2020.11.01.'], '1 Star', ['기타견종 (중형견)'], [' · 1살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['개별포장에 애들도 잘 먹는데.. 성분이 안좋아요'], '두마리라 사료가 금방 떨어져서 급히 샀었어요! 우선 개별포장에 알갱이 크기도 무난해서 괜찮습니다. (엄마가 편해서 좋아하셨어요) 단지 성분이 좋은편은 아니라 이걸 주로 먹이지는 않으려구여. 거의 다 먹었는데 요즘엔 강아지가 설사해서 이제 성분표 따져서 사료 사려고 합니다..!', ['2020.10.26.'], '3 Stars', ['요크셔 테리어'], [' · 7살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['잘먹어요'], '잘 먹구\n소화도 잘되구\n황금똥이네요\n황금똥이네요 ', ['2020.09.11.'], '5 Stars', ['토이 푸들'], [' · 7살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['넘 맛있게 잘 먹어요~~'], '배송받자마자 바로 뜯어서 주니 침까지흘리면서 맛있게 잘먹었어요~~^^', ['2020.09.07.'], '4 Stars', ['래브라도 리트리버'], [' · 0살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['잘받았습니다'], '계속 구매하는 사료인데 개별포장이라 좋고 강아지도 크게 거부감이 없어요', ['2020.08.18.'], '5 Stars', ['진돗개'], [' · 2살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['항상 구입하는 사료'], '낱개 포장이라 좋고 알이 크지 않아서 치아가 없는 울 강아지에게 최고에요', ['2020.08.06.'], '4 Stars', ['슈나우져(스탠다드)'], [' · 6살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['홀리스틱 베네딕트 멀티프로테인'], '성견이 된 이후로 늘 먹이는 사료인데 늘 잘 먹어요', ['2020.06.06.'], '5 Stars', ['푸들'], [' · 6살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['좋아요'], '잘먹어요 누구든 호불호없이 잘 먹을것같아요', ['2020.06.06.'], '4 Stars', ['푸들'], [' · 7살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['감사합니다'], '강아지가 엄청 잘먹어요^^', ['2018.09.10.'], '5 Stars', ['비숑 프리제'], [' · 1살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['눈물 줄줄..'], '연어만 된 사료로사다가 없어져서 한번 사봤는데\n망했네요\n눈물샘 터졌어요 ..휴', ['2019.09.17.'], '1 Star', ['재패니즈 스피츠'], [' · 6살']
0,"['네츄럴코어 홀리스틱 베네 M32 멀티프로테인 6kg', 'ANF 유기농 6Free 플러스 소고기&연어 5.6kg']", ['알러지 피부병이 생기네요'], '요크셔 인데 기름이 많아서인지 피부병이 생겨서 병원다녀요~ㅠ', ['2019.08.05.'], '1 Star', ['요크셔 테리어'], [' · 8살']
